extracted_path,loc_x,loc_y,displacement_mm,force_n,session
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00274.jpg",-140,-16,6.0662,1.224,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00275.jpg",-140,-16,6.0883,1.232,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00276.jpg",-140,-16,6.1097,1.238,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00277.jpg",-140,-16,6.1318,1.242,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00278.jpg",-140,-16,6.1538,1.247,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00279.jpg",-140,-16,6.1762,1.25,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00280.jpg",-140,-16,6.198,1.255,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00281.jpg",-140,-16,6.2202,1.262,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00282.jpg",-140,-16,6.2422,1.267,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00283.jpg",-140,-16,6.264,1.271,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00284.jpg",-140,-16,6.2858,1.276,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00285.jpg",-140,-16,6.3082,1.283,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00286.jpg",-140,-16,6.3302,1.288,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00287.jpg",-140,-16,6.3523,1.291,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00288.jpg",-140,-16,6.3742,1.295,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00289.jpg",-140,-16,6.3963,1.302,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00290.jpg",-140,-16,6.418,1.307,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00291.jpg",-140,-16,6.4398,1.312,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00292.jpg",-140,-16,6.462,1.319,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00293.jpg",-140,-16,6.4843,1.325,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00294.jpg",-140,-16,6.5063,1.33,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00295.jpg",-140,-16,6.5333,1.335,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00296.jpg",-140,-16,6.5552,1.34,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00297.jpg",-140,-16,6.5772,1.344,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00298.jpg",-140,-16,6.599,1.351,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00299.jpg",-140,-16,6.6213,1.356,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00300.jpg",-140,-16,6.643,1.363,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00301.jpg",-140,-16,6.6653,1.367,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00302.jpg",-140,-16,6.687,1.372,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00303.jpg",-140,-16,6.7095,1.378,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00304.jpg",-140,-16,6.7312,1.381,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00305.jpg",-140,-16,6.7535,1.387,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00306.jpg",-140,-16,6.775,1.392,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00307.jpg",-140,-16,6.7975,1.396,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00308.jpg",-140,-16,6.819,1.403,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00309.jpg",-140,-16,6.8413,1.408,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00310.jpg",-140,-16,6.8628,1.412,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00311.jpg",-140,-16,6.8858,1.418,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00312.jpg",-140,-16,6.9075,1.422,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00313.jpg",-140,-16,6.9295,1.428,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00314.jpg",-140,-16,6.9512,1.433,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00315.jpg",-140,-16,6.9733,1.442,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00316.jpg",-140,-16,6.9952,1.447,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00317.jpg",-140,-16,7.0175,1.45,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00318.jpg",-140,-16,7.0393,1.457,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00319.jpg",-140,-16,7.0617,1.46,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00320.jpg",-140,-16,7.0832,1.467,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00321.jpg",-140,-16,7.1055,1.471,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00322.jpg",-140,-16,7.127,1.475,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00323.jpg",-140,-16,7.1497,1.481,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00324.jpg",-140,-16,7.1712,1.485,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00325.jpg",-140,-16,7.1937,1.489,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00326.jpg",-140,-16,7.2152,1.494,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00327.jpg",-140,-16,7.2377,1.498,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00328.jpg",-140,-16,7.2592,1.504,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00329.jpg",-140,-16,7.2815,1.508,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00330.jpg",-140,-16,7.303,1.514,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00331.jpg",-140,-16,7.326,1.518,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00332.jpg",-140,-16,7.3472,1.523,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00333.jpg",-140,-16,7.3697,1.528,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00334.jpg",-140,-16,7.3968,1.534,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00335.jpg",-140,-16,7.419,1.538,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00336.jpg",-140,-16,7.4407,1.545,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00337.jpg",-140,-16,7.4628,1.55,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00338.jpg",-140,-16,7.4847,1.554,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00339.jpg",-140,-16,7.5073,1.558,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00340.jpg",-140,-16,7.5288,1.565,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00341.jpg",-140,-16,7.5513,1.569,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00342.jpg",-140,-16,7.573,1.573,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00343.jpg",-140,-16,7.5952,1.578,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00344.jpg",-140,-16,7.6167,1.583,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00345.jpg",-140,-16,7.639,1.587,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00346.jpg",-140,-16,7.6607,1.592,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00347.jpg",-140,-16,7.6835,1.601,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00348.jpg",-140,-16,7.7052,1.604,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00349.jpg",-140,-16,7.7273,1.608,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00350.jpg",-140,-16,7.749,1.612,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00351.jpg",-140,-16,7.7708,1.618,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00352.jpg",-140,-16,7.7928,1.621,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00353.jpg",-140,-16,7.8155,1.628,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00354.jpg",-140,-16,7.8372,1.632,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00355.jpg",-140,-16,7.8595,1.637,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00356.jpg",-140,-16,7.8812,1.64,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00357.jpg",-140,-16,7.9032,1.645,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00358.jpg",-140,-16,7.9252,1.649,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00359.jpg",-140,-16,7.9472,1.654,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00360.jpg",-140,-16,7.9692,1.658,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00361.jpg",-140,-16,7.991,1.663,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00362.jpg",-140,-16,8.0132,1.667,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00363.jpg",-140,-16,8.0353,1.67,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00364.jpg",-140,-16,8.0573,1.675,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00365.jpg",-140,-16,8.0793,1.678,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00366.jpg",-140,-16,8.1007,1.682,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00367.jpg",-140,-16,8.1233,1.685,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00368.jpg",-140,-16,8.145,1.691,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00369.jpg",-140,-16,8.1675,1.696,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00370.jpg",-140,-16,8.1888,1.698,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00371.jpg",-140,-16,8.2115,1.705,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00372.jpg",-140,-16,8.2383,1.708,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00373.jpg",-140,-16,8.26,1.714,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00374.jpg",-140,-16,8.282,1.718,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00375.jpg",-140,-16,8.3042,1.721,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00376.jpg",-140,-16,8.3258,1.727,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00377.jpg",-140,-16,8.3485,1.731,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00378.jpg",-140,-16,8.37,1.736,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00379.jpg",-140,-16,8.3925,1.738,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00380.jpg",-140,-16,8.4143,1.742,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00381.jpg",-140,-16,8.4365,1.749,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00382.jpg",-140,-16,8.4582,1.754,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00383.jpg",-140,-16,8.4805,1.757,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00384.jpg",-140,-16,8.5023,1.761,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00385.jpg",-140,-16,8.5243,1.767,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00386.jpg",-140,-16,8.5462,1.77,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00387.jpg",-140,-16,8.5683,1.774,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00388.jpg",-140,-16,8.5903,1.779,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00389.jpg",-140,-16,8.6123,1.783,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00390.jpg",-140,-16,8.634,1.786,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00391.jpg",-140,-16,8.6562,1.79,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00392.jpg",-140,-16,8.6782,1.795,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00393.jpg",-140,-16,8.7005,1.8,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00394.jpg",-140,-16,8.7227,1.802,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00395.jpg",-140,-16,8.7445,1.806,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00396.jpg",-140,-16,8.7662,1.811,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00397.jpg",-140,-16,8.7883,1.815,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00398.jpg",-140,-16,8.8102,1.819,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00399.jpg",-140,-16,8.8325,1.824,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00400.jpg",-140,-16,8.8543,1.828,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00401.jpg",-140,-16,8.8767,1.832,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00402.jpg",-140,-16,8.8983,1.836,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00403.jpg",-140,-16,8.9205,1.84,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00404.jpg",-140,-16,8.9423,1.844,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00405.jpg",-140,-16,8.9647,1.848,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00406.jpg",-140,-16,8.9865,1.851,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00407.jpg",-140,-16,9.0087,1.855,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00408.jpg",-140,-16,9.0302,1.859,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00409.jpg",-140,-16,9.0527,1.862,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00410.jpg",-140,-16,9.0797,1.868,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00411.jpg",-140,-16,9.1018,1.871,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00412.jpg",-140,-16,9.1238,1.875,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00413.jpg",-140,-16,9.1458,1.879,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00414.jpg",-140,-16,9.1677,1.883,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00415.jpg",-140,-16,9.1903,1.887,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00416.jpg",-140,-16,9.2122,1.89,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00417.jpg",-140,-16,9.2343,1.893,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00418.jpg",-140,-16,9.2558,1.896,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00419.jpg",-140,-16,9.2778,1.9,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00420.jpg",-140,-16,9.2998,1.904,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00421.jpg",-140,-16,9.3222,1.907,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00422.jpg",-140,-16,9.3438,1.911,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00423.jpg",-140,-16,9.3662,1.916,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00424.jpg",-140,-16,9.3882,1.918,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00425.jpg",-140,-16,9.4105,1.921,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00426.jpg",-140,-16,9.4538,1.929,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00427.jpg",-140,-16,9.4762,1.932,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00428.jpg",-140,-16,9.4977,1.935,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00429.jpg",-140,-16,9.5198,1.939,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00430.jpg",-140,-16,9.542,1.94,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00431.jpg",-140,-16,9.5643,1.944,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00432.jpg",-140,-16,9.5858,1.948,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00433.jpg",-140,-16,9.6078,1.95,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00434.jpg",-140,-16,9.6297,1.953,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00435.jpg",-140,-16,9.6523,1.957,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00436.jpg",-140,-16,9.6742,1.961,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00437.jpg",-140,-16,9.6965,1.964,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00438.jpg",-140,-16,9.718,1.968,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00439.jpg",-140,-16,9.7405,1.972,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00440.jpg",-140,-16,9.7622,1.975,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00441.jpg",-140,-16,9.7838,1.979,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00442.jpg",-140,-16,9.8062,1.982,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00443.jpg",-140,-16,9.8282,1.987,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00444.jpg",-140,-16,9.8503,1.989,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00445.jpg",-140,-16,9.8723,1.999,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00446.jpg",-140,-16,9.8942,2.001,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00447.jpg",-140,-16,9.9163,2.004,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00448.jpg",-140,-16,9.9433,2.006,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00449.jpg",-140,-16,9.9652,2.009,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00450.jpg",-140,-16,9.9872,2.013,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -16)/frames/extracted/frame_00451.jpg",-140,-16,10.0097,2.015,"(-140, -16)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00000.jpg",-140,-2,0.0,0.0,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00001.jpg",-140,-2,0.0215,0.0,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00002.jpg",-140,-2,0.0437,0.0,"(-140, -2)"
